Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A671474,Princess,01/25/2014 11:31:00 AM,01/25/2014 11:31:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Red,Princess,01/31/2014 02:52:00 PM,01/31/2014 02:52:00 PM,01/25/2008,Dog,Spayed Female,6 years,Pit Bull Mix,Red,1.0
A794702,Baby,05/11/2019 11:43:00 AM,05/11/2019 11:43:00 AM,4311 Shallow Brook Trail in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Pit Bull/Chow Chow,Black Brindle/White,Baby,05/14/2019 05:51:00 PM,05/14/2019 05:51:00 PM,12/11/2018,Dog,Intact Female,5 months,Pit Bull/Chow Chow,Black Brindle/White,0.0
A787192,Matilda,01/09/2019 01:06:00 PM,01/09/2019 01:06:00 PM,5313 Gooding Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,Matilda,01/14/2019 05:13:00 PM,01/14/2019 05:13:00 PM,01/14/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,0.0
A727317,Layla,05/21/2016 09:14:00 AM,05/21/2016 09:14:00 AM,8028 Elroy Rd in Travis (TX),Stray,Nursing,Dog,Intact Female,2 years,Pit Bull,Black Brindle,Layla,02/28/2017 09:00:00 AM,02/28/2017 09:00:00 AM,05/21/2014,Dog,Spayed Female,2 years,Pit Bull,Black Brindle,0.0
A787702,Bacon,01/18/2019 01:05:00 PM,01/18/2019 01:05:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby/White,Bacon,01/18/2019 03:29:00 PM,01/18/2019 03:29:00 PM,06/18/2018,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A755384,Snowball,08/02/2017 02:16:00 PM,08/02/2017 02:16:00 PM,6409 Porter in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan,Snowball,08/16/2017 10:31:00 AM,08/16/2017 10:31:00 AM,08/02/2012,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan,0.0
A737194,Malachi,12/11/2016 11:57:00 AM,12/11/2016 11:57:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,Malachi,12/30/2016 06:59:00 PM,12/30/2016 06:59:00 PM,10/23/2015,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0.0
A799254,,07/06/2019 02:11:00 PM,07/06/2019 02:11:00 PM,Austin (TX),Public Assist,Nursing,Dog,Intact Female,3 weeks,Parson Russell Terrier,Brown/Black,,07/16/2019 11:34:00 AM,07/16/2019 11:34:00 AM,06/15/2019,Dog,Intact Female,4 weeks,Parson Russell Terrier,Brown/Black,0.0
A732731,,08/13/2016 11:42:00 AM,08/13/2016 11:42:00 AM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Male,1 year,Siamese Mix,White,,08/13/2016 04:44:00 PM,08/13/2016 04:44:00 PM,08/12/2015,Cat,Intact Male,1 year,Siamese Mix,White,0.0
A756756,Samone,08/24/2017 05:34:00 PM,08/24/2017 05:34:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Blue,Samone,09/05/2017 07:38:00 PM,09/05/2017 07:38:00 PM,08/24/2013,Dog,Spayed Female,4 years,Pit Bull Mix,Blue,0.0
A711645,,09/10/2015 11:08:00 AM,09/10/2015 11:08:00 AM,6600 Middle Fiskville Rd in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,,09/10/2015 11:35:00 AM,09/10/2015 11:35:00 AM,09/03/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,0.0
A794717,*Ruby Girlfriend,05/11/2019 12:59:00 PM,05/11/2019 12:59:00 PM,Berkman Drive And Patton Street in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Blue/White,*Ruby Girlfriend,08/17/2019 05:22:00 PM,08/17/2019 05:22:00 PM,02/11/2019,Cat,Spayed Female,6 months,Domestic Shorthair,Blue/White,0.0
A810199,,12/09/2019 10:35:00 AM,12/09/2019 10:35:00 AM,6304 Thurgood in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Border Terrier,Black,,12/14/2019 11:27:00 AM,12/14/2019 11:27:00 AM,10/13/2019,Dog,Spayed Female,2 months,Border Terrier,Black,0.0
A747800,*Mackeral,04/25/2017 09:04:00 AM,04/25/2017 09:04:00 AM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,*Mackeral,06/21/2017 11:58:00 AM,06/21/2017 11:58:00 AM,04/12/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A776236,Cookie,07/10/2018 01:50:00 PM,07/10/2018 01:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Cardigan Welsh Corgi/Labrador Retriever,White/Black,Cookie,07/13/2018 07:19:00 PM,07/13/2018 07:19:00 PM,04/30/2018,Dog,Spayed Female,2 months,Cardigan Welsh Corgi/Labrador Retriever,White/Black,0.0
A683808,Tomtom,07/15/2014 03:38:00 PM,07/15/2014 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Blue/White,Tomtom,09/03/2014 04:31:00 PM,09/03/2014 04:31:00 PM,07/15/2013,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Blue/White,0.0
A793871,,05/01/2019 11:44:00 AM,05/01/2019 11:44:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Black/Brown,,05/05/2019 04:59:00 PM,05/05/2019 04:59:00 PM,03/01/2019,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/Brown,0.0
A760909,Sweetie Cat,10/25/2017 04:22:00 PM,10/25/2017 04:22:00 PM,508 East Howard Lane Lot 1 in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby,Sweetie Cat,12/18/2017 05:51:00 PM,12/18/2017 05:51:00 PM,09/25/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A490893,Mickey,04/27/2016 01:03:00 PM,04/27/2016 01:03:00 PM,Panadero Dr Thaxton Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Siberian Husky,Red/White,Mickey,04/28/2016 03:47:00 PM,04/28/2016 03:47:00 PM,01/27/2007,Dog,Neutered Male,9 years,Siberian Husky,Red/White,0.0
A671338,Jude,02/19/2014 11:07:00 AM,02/19/2014 11:07:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pointer/Catahoula,White/Brown Brindle,Jude,02/19/2014 03:56:00 PM,02/19/2014 03:56:00 PM,01/22/2012,Dog,Neutered Male,2 years,Pointer/Catahoula,White/Brown Brindle,0.0
A666897,Maggie,11/08/2013 06:18:00 PM,11/08/2013 06:18:00 PM,1101 Miss Kimberley'S Ln in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,3 years,Schipperke/Chihuahua Shorthair,Black,Maggie,11/09/2013 02:10:00 PM,11/09/2013 02:10:00 PM,11/08/2010,Dog,Spayed Female,3 years,Schipperke/Chihuahua Shorthair,Black,0.0
A723079,Hank,03/26/2016 11:33:00 AM,03/26/2016 11:33:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,German Shepherd Mix,Black,Hank,03/27/2016 11:52:00 AM,03/27/2016 11:52:00 AM,03/26/2011,Dog,Neutered Male,5 years,German Shepherd Mix,Black,0.0
A812308,Gryffyn,01/19/2020 02:33:00 PM,01/19/2020 02:33:00 PM,2108 Waywood Sun Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Welsh Terrier,Black/Brown,Gryffyn,01/19/2020 04:35:00 PM,01/19/2020 04:35:00 PM,01/19/2014,Dog,Neutered Male,6 years,Welsh Terrier,Black/Brown,0.0
A742117,Tonta,01/15/2017 11:18:00 AM,01/15/2017 11:18:00 AM,E Cesar Chavez St & Lynn St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown Brindle/White,Tonta,01/16/2017 05:00:00 PM,01/16/2017 05:00:00 PM,01/15/2016,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown Brindle/White,0.0
A725339,,04/28/2016 11:58:00 AM,04/28/2016 11:58:00 AM,8900 N Highway 35 in Austin (TX),Stray,Normal,Cat,Intact Male,5 days,Domestic Shorthair Mix,Brown Tabby,,04/28/2016 05:00:00 PM,04/28/2016 05:00:00 PM,04/23/2016,Cat,Intact Male,5 days,Domestic Shorthair Mix,Brown Tabby,0.0
A645667,Dexter,12/24/2017 12:33:00 PM,12/24/2017 12:33:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black,Dexter,06/09/2019 06:42:00 PM,06/09/2019 06:42:00 PM,11/30/2012,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Black,0.0
A754162,Belle,07/16/2017 04:01:00 PM,07/16/2017 04:01:00 PM,1130 Eleanor Street in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby/White,Belle,07/17/2017 01:21:00 PM,07/17/2017 01:21:00 PM,07/16/2013,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby/White,0.0
A672465,*Curious,02/10/2014 05:30:00 PM,02/10/2014 05:30:00 PM,Blake Manor Road & Hogeye Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White,*Curious,02/16/2014 04:34:00 PM,02/16/2014 04:34:00 PM,02/10/2013,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue/White,0.0
A708038,Archie,07/22/2015 05:41:00 PM,07/22/2015 05:41:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Tan,Archie,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,03/21/2014,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Tan,0.0
A722620,*Mulan,04/19/2016 11:07:00 AM,04/19/2016 11:07:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black,*Mulan,04/23/2016 05:25:00 PM,04/23/2016 05:25:00 PM,09/19/2015,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black,0.0
A774324,,06/13/2018 03:22:00 PM,06/13/2018 03:22:00 PM,739 West William Cannon Drive in Austin (TX),Stray,Normal,Cat,Intact Female,11 months,Domestic Shorthair Mix,White/Blue,,06/17/2018 11:12:00 AM,06/17/2018 11:12:00 AM,07/13/2017,Cat,Intact Female,11 months,Domestic Shorthair Mix,White/Blue,0.0
A749670,Benji Buddy,05/18/2017 11:55:00 AM,05/18/2017 11:55:00 AM,5704 Spoke Ct Unit A in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pbgv Mix,Brown,Benji Buddy,05/29/2017 05:49:00 PM,05/29/2017 05:49:00 PM,05/18/2015,Dog,Neutered Male,2 years,Pbgv Mix,Brown,0.0
A792241,Lucy,04/08/2019 01:02:00 PM,04/08/2019 01:02:00 PM,Brodie Lane And Accomac Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Miniature Schnauzer Mix,Blue/White,Lucy,04/08/2019 05:12:00 PM,04/08/2019 05:12:00 PM,04/08/2005,Dog,Spayed Female,14 years,Miniature Schnauzer Mix,Blue/White,0.0
A558754,Angelo,07/06/2015 09:42:00 AM,07/06/2015 09:42:00 AM,13229 Briarcreek Loop in Manor (TX),Public Assist,Sick,Dog,Neutered Male,8 years,Miniature Schnauzer,Gray,Angelo,07/17/2015 02:13:00 PM,07/17/2015 02:13:00 PM,10/15/2006,Dog,Neutered Male,8 years,Miniature Schnauzer,Gray,0.0
A781985,Yeti 1,10/09/2018 11:01:00 AM,10/09/2018 11:01:00 AM,400 West Saint Elmo Road in Austin (TX),Stray,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby/White,Yeti 1,10/15/2018 02:38:00 PM,10/15/2018 02:38:00 PM,02/09/2018,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A789424,*Ocean,02/21/2019 02:39:00 PM,02/21/2019 02:39:00 PM,West William Cannon Drive And Brodie Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Catahoula,Black/White,*Ocean,03/01/2019 02:46:00 PM,03/01/2019 02:46:00 PM,02/21/2018,Dog,Intact Male,1 year,Labrador Retriever/Catahoula,Black/White,0.0
A791012,,03/20/2019 11:24:00 AM,03/20/2019 11:24:00 AM,701 Woodward Street in Austin (TX),Stray,Nursing,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby/White,,03/26/2019 02:46:00 PM,03/26/2019 02:46:00 PM,03/13/2019,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A752928,*Summer,06/29/2017 11:39:00 AM,06/29/2017 11:39:00 AM,13225 Vizquel Loop in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Brown/White,*Summer,07/14/2017 12:26:00 PM,07/14/2017 12:26:00 PM,11/29/2016,Dog,Intact Female,7 months,Pit Bull Mix,Brown/White,0.0
A750374,Riley,05/26/2017 02:27:00 PM,05/26/2017 02:27:00 PM,Edmundsbury Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,West Highland/Miniature Poodle,White,Riley,05/30/2017 04:30:00 PM,05/30/2017 04:30:00 PM,05/26/2015,Dog,Neutered Male,2 years,West Highland/Miniature Poodle,White,0.0
A680325,*Newt,06/01/2014 03:01:00 PM,06/01/2014 03:01:00 PM,7315 Providence in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Newt,07/07/2014 12:27:00 PM,07/07/2014 12:27:00 PM,04/20/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A762980,,11/30/2017 06:49:00 PM,11/30/2017 06:49:00 PM,8213 Sam Rayburn in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,,12/31/2017 05:20:00 PM,12/31/2017 05:20:00 PM,11/07/2017,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black,0.0
A665152,,10/14/2013 12:40:00 PM,10/14/2013 12:40:00 PM,8704 Ingrid Dr in Travis (TX),Stray,Normal,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Buff,,10/14/2013 01:41:00 PM,10/14/2013 01:41:00 PM,09/14/2013,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Buff,1.0
A709336,*Pickles,08/07/2015 02:01:00 PM,08/07/2015 02:01:00 PM,Montopolis Dr And Porter St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Pickles,09/04/2015 05:55:00 PM,09/04/2015 05:55:00 PM,06/22/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A728158,*Pete,05/31/2016 03:13:00 PM,05/31/2016 03:13:00 PM,3600 Marcae Ct in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby/White,*Pete,08/05/2016 08:38:00 AM,08/05/2016 08:38:00 AM,05/01/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A718696,*Sheldon,01/05/2016 12:59:00 PM,01/05/2016 12:59:00 PM,Prairie Knoll Ct And Lochridge Dr in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,German Shepherd Mix,Black,*Sheldon,02/06/2016 12:29:00 PM,02/06/2016 12:29:00 PM,01/05/2008,Dog,Neutered Male,8 years,German Shepherd Mix,Black,0.0
A682911,*Kit,07/04/2014 04:21:00 PM,07/04/2014 04:21:00 PM,903 Riddlewood in Austin (TX),Stray,Normal,Cat,Intact Female,6 days,Snowshoe Mix,Chocolate Point,*Kit,10/19/2014 05:52:00 PM,10/19/2014 05:52:00 PM,06/28/2014,Cat,Spayed Female,3 months,Snowshoe Mix,Chocolate Point,0.0
A674737,*Byron,03/17/2014 05:05:00 PM,03/17/2014 05:05:00 PM,Springdale  & Airport  Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black,*Byron,05/27/2014 08:21:00 AM,05/27/2014 08:21:00 AM,03/15/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A681362,,06/15/2014 01:20:00 PM,06/15/2014 01:20:00 PM,12613 Belcara Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Orange Tabby,,06/16/2014 07:15:00 PM,06/16/2014 07:15:00 PM,06/15/2013,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Orange Tabby,0.0
A742759,Amber,02/02/2017 03:01:00 PM,02/02/2017 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Redbone Hound Mix,Red,Amber,02/21/2017 12:38:00 PM,02/21/2017 12:38:00 PM,06/22/2016,Dog,Spayed Female,8 months,Redbone Hound Mix,Red,0.0
A704119,*Martina,06/01/2015 04:31:00 PM,06/01/2015 04:31:00 PM,8500 Decker Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby,*Martina,06/15/2015 05:16:00 PM,06/15/2015 05:16:00 PM,04/24/2015,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby,1.0
A769626,Elsie,04/07/2018 02:06:00 PM,04/07/2018 02:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Cocker Spaniel Mix,Tan,Elsie,04/08/2018 12:26:00 PM,04/08/2018 12:26:00 PM,04/07/2006,Dog,Spayed Female,12 years,Cocker Spaniel Mix,Tan,0.0
A699089,,03/22/2015 01:34:00 PM,03/22/2015 01:34:00 PM,4700 Sinclair Ave in Austin (TX),Wildlife,Injured,Other,Intact Female,1 year,Squirrel Mix,Brown/Tan,,03/22/2015 02:46:00 PM,03/22/2015 02:46:00 PM,03/22/2014,Other,Intact Female,1 year,Squirrel Mix,Brown/Tan,1.0
A692987,,11/29/2014 04:12:00 PM,11/29/2014 04:12:00 PM,5805 Gloucester Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon Mix,Gray/Black,,12/01/2014 10:36:00 AM,12/01/2014 10:36:00 AM,11/29/2013,Other,Unknown,1 year,Raccoon Mix,Gray/Black,1.0
A724980,,04/23/2016 04:48:00 PM,04/23/2016 04:48:00 PM,12881 Pond Springs Rd in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,,04/23/2016 07:09:00 PM,04/23/2016 07:09:00 PM,04/19/2016,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,0.0
A758510,Radar,09/18/2017 09:36:00 AM,09/18/2017 09:36:00 AM,6000 Seville in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,Radar,09/19/2017 01:57:00 PM,09/19/2017 01:57:00 PM,04/01/2014,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A791629,*Buck,03/28/2019 04:21:00 PM,03/28/2019 04:21:00 PM,1603 E Oltorf St in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Chocolate/White,*Buck,05/22/2019 06:54:00 PM,05/22/2019 06:54:00 PM,03/28/2017,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White,0.0
A785014,*Finley,11/25/2018 11:26:00 AM,11/25/2018 11:26:00 AM,9522 Quail Court in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Catahoula Mix,Brown Brindle/Black,*Finley,12/25/2018 03:05:00 PM,12/25/2018 03:05:00 PM,07/25/2018,Dog,Intact Male,5 months,Catahoula Mix,Brown Brindle/Black,0.0
A714569,,10/30/2015 03:38:00 PM,10/30/2015 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown Brindle/White,,11/10/2015 11:59:00 AM,11/10/2015 11:59:00 AM,08/25/2015,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown Brindle/White,0.0
A771857,,05/11/2018 08:28:00 AM,05/11/2018 08:28:00 AM,7201 Levander Loop in Austin (TX),Stray,Other,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange,,05/11/2018 12:00:00 AM,05/11/2018 12:00:00 AM,04/26/2018,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange,0.0
A742171,,01/16/2017 06:00:00 PM,01/16/2017 06:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,,01/18/2017 03:27:00 PM,01/18/2017 03:27:00 PM,11/03/2016,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A806648,,10/13/2019 04:54:00 PM,10/13/2019 04:54:00 PM,Mopac Expressway And Duval in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,,10/23/2019 06:05:00 PM,10/23/2019 06:05:00 PM,08/19/2019,Cat,Intact Female,2 months,Domestic Shorthair,Tortie,0.0
A688470,Lady,09/19/2014 05:04:00 PM,09/19/2014 05:04:00 PM,Ohlen & Payton Gen in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Chihuahua Longhair,Brown/White,Lady,09/23/2014 06:08:00 PM,09/23/2014 06:08:00 PM,06/19/2014,Dog,Spayed Female,3 months,Chihuahua Longhair,Brown/White,0.0
A705311,,06/15/2015 04:54:00 PM,06/15/2015 04:54:00 PM,7807 Ardmore Cir in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Boxer Mix,Brown/White,,06/20/2015 06:14:00 PM,06/20/2015 06:14:00 PM,04/15/2015,Dog,Spayed Female,2 months,Boxer Mix,Brown/White,0.0
A658836,Princess,02/11/2014 11:18:00 AM,02/11/2014 11:18:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Longhair Mix,Blue Tabby/White,Princess,07/16/2014 05:33:00 PM,07/16/2014 05:33:00 PM,07/16/2000,Cat,Spayed Female,14 years,Domestic Longhair Mix,Blue Tabby/White,0.0
A793154,Jax,04/20/2019 12:18:00 PM,04/20/2019 12:18:00 PM,Anderson And 183 in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown,Jax,04/20/2019 06:45:00 PM,04/20/2019 06:45:00 PM,04/20/2016,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown,0.0
A685194,,08/03/2014 11:02:00 PM,08/03/2014 11:02:00 PM,10505 O Rourk Ln in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat Mix,Brown,,08/04/2014 08:29:00 AM,08/04/2014 08:29:00 AM,02/03/2014,Other,Unknown,5 months,Bat Mix,Brown,1.0
A803638,,09/03/2019 07:06:00 PM,09/03/2019 07:06:00 PM,833 Fairfield Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,Brown/Black Smoke,,09/07/2019 04:31:00 PM,09/07/2019 04:31:00 PM,07/10/2019,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Brown/Black Smoke,0.0
A677670,,04/27/2014 03:00:00 PM,04/27/2014 03:00:00 PM,20802 Dawn Dr in Lago Vista (TX),Stray,Nursing,Dog,Intact Female,4 weeks,Blue Lacy/American Bulldog,Brown/White,,04/30/2014 02:37:00 PM,04/30/2014 02:37:00 PM,03/30/2014,Dog,Intact Female,4 weeks,Blue Lacy/American Bulldog,Brown/White,0.0
A710711,,08/26/2015 03:31:00 PM,08/26/2015 03:31:00 PM,6710 Arroyo Seco in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,,08/29/2015 11:49:00 AM,08/29/2015 11:49:00 AM,06/11/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A730728,Lola,07/09/2016 12:11:00 PM,07/09/2016 12:11:00 PM,10401 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,Lola,07/13/2016 05:25:00 PM,07/13/2016 05:25:00 PM,05/13/2016,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,0.0
A736965,*Ariel,10/20/2016 11:51:00 AM,10/20/2016 11:51:00 AM,8642 Old Lockhart Highway in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Ariel,11/12/2016 10:41:00 PM,11/12/2016 10:41:00 PM,08/20/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A796257,*Sturgeon,05/30/2019 03:42:00 PM,05/30/2019 03:42:00 PM,1923 Willow Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,*Sturgeon,07/13/2019 03:20:00 PM,07/13/2019 03:20:00 PM,04/18/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black,0.0
A773962,,06/08/2018 10:47:00 AM,06/08/2018 10:47:00 AM,1809 Mckinley Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby,,06/16/2018 07:28:00 PM,06/16/2018 07:28:00 PM,04/16/2018,Cat,Spayed Female,1 month,Domestic Longhair Mix,Brown Tabby,0.0
A697013,*Hailey,02/16/2015 01:44:00 PM,02/16/2015 01:44:00 PM,E Howard Lane & Gregg Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Australian Cattle Dog/Basenji,Black/Brown,*Hailey,04/14/2015 08:58:00 AM,04/14/2015 08:58:00 AM,02/16/2012,Dog,Spayed Female,3 years,Australian Cattle Dog/Basenji,Black/Brown,0.0
A690666,,10/23/2014 06:59:00 PM,10/23/2014 06:59:00 PM,4604 Reyes St in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,,10/24/2014 12:34:00 PM,10/24/2014 12:34:00 PM,10/01/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,0.0
A687656,Ember,09/08/2014 01:23:00 PM,09/08/2014 01:23:00 PM,Leander (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Pit Bull Mix,Brown Brindle/White,Ember,09/09/2014 05:34:00 PM,09/09/2014 05:34:00 PM,07/08/2014,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White,0.0
A773018,,05/26/2018 12:49:00 PM,05/26/2018 12:49:00 PM,12820 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,,05/31/2018 04:30:00 PM,05/31/2018 04:30:00 PM,04/03/2018,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue,0.0
